med_id,generic_name,normalized_name,previous_status,previous_rules,previous_auto,previous_verified_biblio,harvest_status,match_confidence,matched_term,rxnorm_name,rxnorm_score,setid,spl_version,published_date,label_title,source_url,renal_section_titles,renal_text,rule_type,query_trace,error,v2_decision,v2_reason
MED-0016,ACETONIDO DE TRIAMCINOLONA,ACETONIDO DE TRIAMCINOLONA,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,HIGH,ACETONIDO DE TRIAMCINOLONA,Triamcinolona,9.889425277709961,5a79639b-eb66-e726-e063-6394a90aeb01,1,"Sep 03, 2026",TRIAMCINOLONE ACETONIDE OINTMENT [REDPHARM DRUG],https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5a79639b-eb66-e726-e063-6394a90aeb01,,,,,,REVIEW,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT
MED-0018,ÁCIDO ACETIL SALICILICO,ACIDO ACETIL SALICILICO,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ACID ACETIL SALICILICO,Salicylic Acid,9.881744384765625,5b2c616d-78df-4fe8-e063-6394a90ad3d3,2,"Sep 18, 2026","LIXUHYA LIQUID SKIN WART CORN REMOVER (SALICYLIC ACID 40% LIQUID SKIN WART CORN REMOVER) LIQUID [HUBEI MINXIN PHARMACEUTICAL CO., LTD.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5b2c616d-78df-4fe8-e063-6394a90ad3d3,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH
MED-0019,ACIDO ALFA LIPOICO,ACIDO ALFA LIPOICO,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ACIDO ALFA LIPOICO,Cipaglucosidase alfa,10.678212547302246,d77aa596-910d-516b-e053-2995a90a0839,8,"Aug 17, 2026","POMBILITI ATGA (CIPAGLUCOSIDASE ALFA-ATGA) INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [AMICUS THERAPEUTICS US, LLC]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d77aa596-910d-516b-e053-2995a90a0839,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH
MED-0020,ACIDO ALGINICO,ACIDO ALGINICO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,HIGH,ACID ALGINICO,Alginic Acid,10.311925888061523,c55efca6-5a5b-134b-e053-2a95a90a8245,4,"Aug 02, 2024","AL00761 ALBA BOTANICA ACNEDOTE FACE AND BODY SCRUB (SALICYLIC ACID) CREAM [THE HAIN CELESTIAL GROUP, INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c55efca6-5a5b-134b-e053-2a95a90a8245,,,,,,REVIEW,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT
MED-0021,ACIDO ASCORBICO,ACIDO ASCORBICO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,HIGH,ACIDO ASCORBICO,ascorbic acid,100.0,4bf23dd2-1627-4471-a05e-fa55c304e596,1,"Sep 15, 2026","TRUEONE (VITAMIN A, THIAMINE, RIBOFLAVIN, NIACINAMIDE, PYRIDOXINE HCL, CYANOCOBALAMIN, ASCORBIC ACID, CHOLECALCIFEROL, FOLIC ACID) TABLET [TRIVIA PHARMACEUTICALS, LLC]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4bf23dd2-1627-4471-a05e-fa55c304e596,,,,,,REVIEW,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT
MED-0022,ACIDO CARGLUMICO,ACIDO CARGLUMICO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_RENAL_EVIDENCE,HIGH,ACIDO CARGLUMICO,carglumic acid,100.0,591f95ca-3d99-4fb6-a402-e5a383a746d0,4,"Mar 05, 2026","CARGLUMIC ACID TABLET, FOR SUSPENSION [ETON PHARMACEUTICALS, INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=591f95ca-3d99-4fb6-a402-e5a383a746d0,2.4 Dosage Adjustment in Patients with Renal Impairment | 8.6 Renal Impairment | 2.2 Recommended Dosage for Acute or Chronic Hyperammonemia due to NAGS Deficiency | 12.3 Pharmacokinetics,"2.4 Dosage Adjustment in Patients with Renal Impairment: No dosage adjustment is warranted in patients with mild renal impairment (eGFR 60-89 mL/min/1.73 m 2 ). The recommended dosage of Carglumic acid tablets for oral suspension in patients with moderate or severe renal impairment is shown below. Moderate Renal Impairment (eGFR 30-59 mL/min/1.73 m 2 ) Severe Renal Impairment (eGFR 15-29 mL/min/1.73 m 2 ) Acute Hyperammonemia due to NAGS Deficiency 50 mg/kg/day to 125 mg/kg/day divided into 2 to 4 doses and rounded to the nearest 50 mg (i.e., one-quarter of a Carglumic acid tablet for oral suspension) 15 mg/kg/day to 60 mg/kg/day divided into 2 to 4 doses and rounded to the nearest 50 mg (i.e., one-quarter of a Carglumic acid tablet for oral suspension) Chronic Hyperammonemia due to NAGS Deficiency 5 mg/kg/day to 50 mg/kg/day divided into 2 to 4 doses and rounded to the nearest 50 mg (i.e., one-quarter of a Carglumic acid tablet for oral suspension) 2 mg/kg/day to 25 mg/kg/day divided into 2 to 4 doses and rounded to the nearest 50 mg (i.e., one-quarter of a Carglumic acid tablet for oral suspension)

8.6 Renal Impairment: Plasma concentrations of carglumic acid increased in patients with renal impairment [see Clinical Pharmacology (12.3)] . Reduce the Carglumic acid tablets for oral suspension dosage in patients with moderate or severe renal impairment [see Dosage and Administration (2.4)] . The pharmacokinetics of carglumic acid have not been evaluated in patients with end stage renal disease.

2.2 Recommended Dosage for Acute or Chronic Hyperammonemia due to NAGS Deficiency: Treatment Initiation Initiate carglumic acid tablets for oral suspension treatment as soon as the diagnosis of NAGS deficiency is suspected, which may be as soon as at birth, and supervised by a healthcare provider experienced in the treatment of metabolic disorders. Dosage for Acute Hyperammonemia due to NAGS Deficiency The recommended dosage of carglumic acid tablets for oral suspension in adult and pediatric patients for acute hyperammonemia due to NAGS deficiency is (based on actual body weight) 100 mg/kg to 250 mg/kg orally daily. Divide the daily dosage into 2 to 4 doses and round to the nearest 100 mg (i.e., half of a carglumic acid tablet for oral suspension). During acute hyperammonemic episodes, administer carglumic acid tablets for oral suspension with other ammonia lowering therapies, such as alternate pathway medications, hemodialysis, and protein restriction. Dosage for Chronic Hyperammonemia due to NAGS Deficiency The recommended dosage of carglumic acid tablets for oral suspension in adult and pediatric patients for chronic hyperammonemia due to NAGS deficiency is (based on actual body weight) 10 mg/kg to 100 mg/kg orally daily. Divide the daily dosage into 2 to 4 doses and round to the nearest 100 mg (i.e., half of a Carglumic acid tablet for oral suspension). During maintenance therapy, the concomitant use of other ammonia lowering therapies and protein restriction may be needed based on plasma ammonia levels. Therapeutic Monitoring Closely monitor plasma ammonia levels. Titrate the Carglumic acid tablets for oral suspension dosage to maintain the plasma ammonia level within the normal range for the patient’s age, taking into consideration their clinical condition (e.g., nutritional requirements, protein intake, growth parameters, etc.). Adjust the recommended dosage in patients with moderate or severe renal impairment [see Dosage and Administration (2.4)].

12.3 Pharmacokinetics: The pharmacokinetics of carglumic acid in healthy subjects following an intravenous (IV) infusion over 2 hours at 8 mg/kg or an oral administration at 100 mg/kg are summarized in Table 3. Table 3 : Mean (SD) Pharmacokinetic Parameter Values of Carglumic Acid in Healthy Subjects PK parameter IV infusion 8mg/kg (N=10) Oral 100 mg/kg (N=12) C max (ng/mL) 8613 (558) 3284 (321) T max (hr) # 2 (1-2) 3 (2-4) AUC (ng*hr/mL) 24501 (1613) 31426 (2150) T 1/2 (hr) 31 (3) 25 (2) CL (L/hr/kg) 0.34 (0.02) N/A V d (L/kg) 15 (1) N/A # Median (range); N/A, not applicable Absorption Following an oral administration of Carglumic acid tablets for oral suspension 100 mg/kg in healthy subjects, the absolute bioavailability was approximately 10%. Distribution Carglumic acid is not bound to plasma proteins. Elimination Carglumic acid is predominantly excreted by the kidneys as unchanged product. Metabolism A proportion of carglumic acid may be metabolized by the intestinal bacterial flora. The likely end product of carglumic acid metabolism is carbon dioxide, eliminated through the lungs. Excretion Following an oral administration of radiolabeled Carglumic acid tablets for oral suspension at 100 mg/kg, 9% of the dose is excreted unchanged in the urine and up to 60% of the dose is recovered unchanged in the feces. Specific Populations Patients with Renal Impairment The pharmacokinetics of carglumic acid in subjects with renal impairment were compared with healthy subjects with normal renal function following oral administration of a single dose of carglumic acid tablet for oral suspension 40 mg/kg or 80 mg/kg. The Cmax and AUC0-t of carglumic acid are summarized in Table 4. The geometric mean ratio (90% CI) of Cmax in subjects with mild, moderate, and severe renal impairment relative to those in their matched control subjects with normal renal function were approximately 1.3 (0.95, 1.86), 2.0 (1.62, 2.50), and 4.4 (3.11, 6.28), respectively. The geometric mean ratio (90% CI) of AUC0-t in subjects with mild, moderate, and severe renal impairment relative to those in their matched control subjects with normal renal function were approximately 1.4 (1.09, 1.73), 2.8 (2.27, 3.47), and 6.9 (5.21, 9.24), respectively [see Dosage and Administration (2.4)]. Table 4: Mean (SD) C max and AUC 0- t of Carglumic Acid Following Single Oral Dose Administration of Carglumic acid tablets for oral suspension 80 mg/kg or 40 mg/kg in Subjects with Renal Impairment and Matched Healthy Control Subjects with Normal Renal Function PK Parameters Normal Renal Function 1a : eGFR ≥ 90 mL/min/1.73m 2 (N=8) Mild Renal Impairment: eGFR 60-89 mL/min/1.73m 2 (N=8) Moderate Renal Impairment: eGFR 30-59 mL/min/1.73m 2 (N=8) Normal Renal Function 1b : eGFR ≥ 90 mL/min/1.73m 2 (N=8) Severe Renal Impairment: eGFR 15-29 mL/min/1.73m 2 (N=8) 80 mg/kg 40 mg/kg C max (ng/mL) 2983 (552) 4310 (1937) 6129 (1854) 1890 (901) 8377 (3815) AUC 0-t (ng*hr/mL) 28313 (6204) 39545 (12109) 79766 (19708) 20212 (6186) 143075 (55910) Treatment groups 1a and 1b represent two separate matched control groups of healthy subjects with normal renal function. Drug Interaction Studies Based on in vitro studies, carglumic acid is not an inducer of CYP1A1/2, CYP2B6, CYP2C, and CYP3A4/5 enzymes, and not an inhibitor of CYP1A2, CYP2A6, CYP2B6, CYP2C8, CYP2C9, CYP2C19, CYP2D6, CYP2E1, and CYP3A4/5 enzymes. Based on in vitro studies, carglumic acid is a substrate of the human OAT1 transporter. Carglumic acid is not a substrate of MDR1, BCRP, MATE1, MATE2-K, OAT1, OAT3, OATP1B1, OATP1B3, OCT1, and OCT2. Carglumic acid is not an inhibitor of human BSEP, BCRP, MDR1, MATE1, MATE2-K, OAT1, OAT3, OATP1B1, OATP1B3, OCT1, and OCT2 transporters.",NO_AJUSTE,,,ACCEPT,STRICT_NO_ADJUSTMENT
MED-0023,ACIDO CITRICO,ACIDO CITRICO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,HIGH,ACIDO CITRICO,citric acid,100.0,4ac63cf7-f064-30a1-e054-00144ff88e88,8,"Sep 17, 2026","CVS EFFERVESCENT ANTACID AND PAIN RELIEVER (ASPIRIN, ANHYDROUS CITRIC ACID, SODIUM BICARBONATE) TABLET, EFFERVESCENT [CVS PHARMACY]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4ac63cf7-f064-30a1-e054-00144ff88e88,,,,,,REVIEW,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT
MED-0024,ÁCIDO CLAVULÁNICO,ACIDO CLAVULANICO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_RENAL_EVIDENCE,HIGH,ACID CLAVULANICO,ácido clavulánico,8.218109893798829,704e99b1-c14a-40bf-adbd-c2794fa92c72,4,"Sep 14, 2026","AMOXICILLIN AND CLAVULANATE POTASSIUM TABLET, FILM COATED [REMEDYREPACK INC.]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=704e99b1-c14a-40bf-adbd-c2794fa92c72,2.4 Patients with Renal Impairment | 8.6 Renal Impairment | 8.4 Pediatric Use | 8.5 Geriatric Use,"2.4 Patients with Renal Impairment: Patients with impaired renal function do not generally require a reduction in dose unless the impairment is severe. Renal impairment patients with a glomerular filtration rate (GFR) of less than 30 mL/min should NOT receive the 875 mg dose (based on the amoxicillin component) of amoxicillin and clavulanate potassium tablet. See dosing regimens in patients with severe renal impairment provided in Table 4. Table 4. Dosing Regimens of Amoxicillin and Clavulanate Potassium Tablets in Patients with Severe Renal Impairment Patients with Renal Impairment Dosing Regimen GFR 10 mL/min to 30 mL/min 500 mg or 250 mg every 12 hours, depending on the severity of the infection GFR less than 10 mL/min 500 mg or 250 mg every 24 hours, depending on severity of the infection Hemodialysis 500 mg or 250 mg every 24 hours, depending on severity of the infection Administer an additional dose both during and at the end of dialysis

8.6 Renal Impairment: Amoxicillin is primarily eliminated by the kidney and dosage adjustment is usually required in patients with severe renal impairment (GFR less than 30 mL/min). See Patients with Renal Impairment [see Dosage and Administration (2.4) ] for specific recommendations in patients with renal impairment.

8.4 Pediatric Use: The safety and effectiveness of amoxicillin and clavulanate potassium for oral suspension and chewable tablets have been established in pediatric patients. Use of amoxicillin and clavulanate potassium tablets in pediatric patients is supported by evidence from studies of amoxicillin and clavulanate potassium tablets in adults with additional data from a study of amoxicillin and clavulanate potassium for oral suspension in pediatric patients aged 2 months to 12 years with acute otitis media [see Clinical Studies (14.2) ] . Because of incompletely developed renal function in neonates and young infants, the elimination of amoxicillin may be delayed; clavulanate elimination is unaltered in this age group. Dosing of amoxicillin and clavulanate potassium should be modified in pediatric patients aged less than 12 weeks (less than 3 months) [see Dosage and Administration (2.3) ] .

8.5 Geriatric Use: Of the 3,119 patients in an analysis of clinical studies of amoxicillin and clavulanate potassium, 32% were greater than or equal to 65 years old, and 14% were greater than or equal to 75 years old. No overall differences in safety or effectiveness were observed between these subjects and younger subjects, and other reported clinical experience has not identified differences in responses between the elderly and younger patients, but greater sensitivity of some older individuals cannot be ruled out. This drug is known to be substantially excreted by the kidney, and the risk of adverse reactions to this drug may be greater in patients with impaired renal function. Because elderly patients are more likely to have decreased renal function, care should be taken in dose selection, and it may be useful to monitor renal function.",PRECAUCION,,,REJECT,SINGLE_INGREDIENT_MATCHED_COMBINATION_LABEL
MED-0025,ACIDO COLICO,ACIDO COLICO,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ACIDO COLICO,ácido linoleico,6.192080187797546,ea4d564f-ac64-abac-e053-2a95a90a8abb,5,"Aug 18, 2025","MOISTURE SURGE CC BROAD SPECTRUM SPF 30 HYDRATING COLOUR CORRECTOR (OCTINOXATE, OCTISALATE, TITANIUM DIOXIDE, AND ZINC OXIDE) CREAM [CLINIQUE LABORATORIES LLC]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ea4d564f-ac64-abac-e053-2a95a90a8abb,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH
MED-0026,ACIDO DECOSA HEXAENOICO,ACIDO DECOSA HEXAENOICO,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ACIDO DECOSA HEXAENOICO,ácido linoleico,6.300713173548381,e9a52ccc-6ba0-4417-86cc-b2116a5b8d26,1,"Apr 08, 2026","UNBLEMISH 30-DAY REGIMEN (SALICYLIC ACID, BENZOYL PEROXIDE, HOMOSALATE, OCTOCRYLENE, OCTISALATE, AVOBENZONE) KIT [RODAN & FIELDS]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e9a52ccc-6ba0-4417-86cc-b2116a5b8d26,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH
MED-0027,ÁCIDO FENOFIBRICO,ACIDO FENOFIBRICO,NO_RENAL_CONTENT,0,0,0,AMBIGUOUS_DAILYMED_MATCH,MEDIUM,ÁCIDO FENOFIBRICO,ácido linoleico,6.192080187797546,e9a52ccc-6ba0-4417-86cc-b2116a5b8d26,1,"Apr 08, 2026","UNBLEMISH 30-DAY REGIMEN (SALICYLIC ACID, BENZOYL PEROXIDE, HOMOSALATE, OCTOCRYLENE, OCTISALATE, AVOBENZONE) KIT [RODAN & FIELDS]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e9a52ccc-6ba0-4417-86cc-b2116a5b8d26,,,,,,REVIEW,AMBIGUOUS_DAILYMED_MATCH
MED-0028,ÁCIDO FOLICO,ACIDO FOLICO,NO_RENAL_CONTENT,0,0,0,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT,HIGH,ACID FOLICO,ácido fólico,8.218109893798829,371e914f-e65a-4ad5-aeb6-54d8c7ab6838,7,"Sep 10, 2026","TARON-C DHA (FERROUS FUMARATE, IRON, ASCORBIC ACID, FOLIC ACID, THIAMINE MONONITRATE, RIBOFLAVIN, NIACIN, CALCIUM PANTOTHENATE, PYRIDOXINE HYDROCHLORIDE, BIOTIN, CYANOCOBALAMIN, CUPRIC SULFATE, MAGNESIUM SULFATE, ZINC SULFATE, AND OMEGA-3 FATTY ACIDS) CAPSULE [TRIGEN LABORATORIES, LLC]",https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=371e914f-e65a-4ad5-aeb6-54d8c7ab6838,,,,,,REVIEW,HIGH_MATCH_NO_EXPLICIT_RENAL_DOSING_TEXT
